arch,perturbation,perturbation_size,c_source,c_target,time_standard,time_advstd,delta_standard_lower_bound,delta_standard_upper_bound,delta_advstd_lower_bound,delta_advstd_upper_bound,delta_error,mip_start,branch_priorities,lp_basis,bound_tightening,var_hint,zono_bounds,n1_probe,relax_threshold,relax_mode,sibling_gate,elim_org,elim_pert,relaxed_org,relaxed_pert,sibgate_both_thin,sibgate_one_thin_org_dropped,sibgate_one_thin_pert_dropped,seed,how_much_faster,lp_optimization_time,time_advstd_with_lp,how_much_faster_with_lp,gap_standard,gap_advstd,solve_status_standard,solve_status_advstd,standard_file,advstd_file
3x50,occ,"3,3,5",0,3,3617.63,3615.49,0.156795,0.250777,0.156796,0.263544,0.012767,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,no,elim not activated,elim not activated,0,0,,,,4,,0.00,3615.49,1.00x,0.093982,0.106748,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912836677991_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"3,3,5",0,3,3617.63,3611.55,0.156795,0.250777,0.156798,0.270439,0.019662,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3611.55,1.00x,0.093982,0.113641,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914911013628_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"3,3,5",0,3,3617.63,3613.18,0.156795,0.250777,0.158343,0.316094,0.065318,no,off,no,yes,prev_pgd,no,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3613.18,1.00x,0.093982,0.157751,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914430519310_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",0,5,3614.28,3617.85,0.122961,0.323016,0.134746,0.370598,0.047582,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3617.85,1.00x,0.200055,0.235852,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914462937615_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",0,6,3613.76,3615.10,0.103087,0.235177,0.127251,0.267705,0.032528,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,no,elim not activated,elim not activated,12,11,,,,4,,0.00,3615.10,1.00x,0.132089,0.140454,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912838117628_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"3,3,5",0,6,3613.76,3612.54,0.103087,0.235177,0.119007,0.260074,0.024897,no,off,no,yes,prev_pgd,yes,off,0.25,btpr,yes,elim not activated,elim not activated,10,10,11,0,0,4,,0.00,3612.54,1.00x,0.132089,0.141068,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914463522872_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.25_SibGate_zonoBounds_varHintPrevPGD_seed4_both11_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"3,3,5",0,6,3613.76,3618.37,0.103087,0.235177,0.100972,0.249395,0.014218,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3618.37,1.00x,0.132089,0.148423,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914462937615_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"3,3,5",0,6,3613.76,3613.53,0.103087,0.235177,0.102050,0.259466,0.024289,no,off,no,yes,prev_pgd,no,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3613.53,1.00x,0.132089,0.157416,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914430519310_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"3,3,5",0,6,3613.76,3617.80,0.103087,0.235177,0.099597,0.271211,0.036034,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3617.80,1.00x,0.132089,0.171613,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914911013628_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",0,9,3613.30,3614.53,0.110228,0.307587,0.110926,0.326927,0.019340,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,no,elim not activated,elim not activated,0,0,,,,4,,0.00,3614.53,1.00x,0.197359,0.216001,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912836677991_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"3,3,5",0,9,3613.30,3612.22,0.110228,0.307587,0.109290,0.336052,0.028465,no,off,no,yes,prev_pgd,no,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3612.22,1.00x,0.197359,0.226762,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914430519310_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",1,0,3614.65,3616.34,0.147945,0.369848,0.147986,0.389281,0.019433,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,no,elim not activated,elim not activated,0,0,,,,4,,0.00,3616.34,1.00x,0.221903,0.241296,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913019598156_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",1,4,3617.83,3611.59,0.093141,0.226846,0.094052,0.229463,0.002617,no,off,no,yes,prev_pgd,no,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3611.59,1.00x,0.133705,0.135411,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914718873273_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
3x50,occ,"3,3,5",1,4,3617.83,3621.22,0.093141,0.226846,0.105923,0.250312,0.023466,no,off,no,yes,prev_pgd,no,off,0.25,btpr,yes,elim not activated,elim not activated,9,8,9,0,0,4,,0.00,3621.22,1.00x,0.133705,0.144389,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914746602942_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.25_SibGate_varHintPrevPGD_seed4_both9_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
3x50,occ,"3,3,5",1,4,3617.83,3617.32,0.093141,0.226846,0.094048,0.241601,0.014755,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,no,elim not activated,elim not activated,0,0,,,,4,,0.00,3617.32,1.00x,0.133705,0.147553,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913019598156_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",1,5,3617.30,3615.12,0.140452,0.317047,0.140465,0.320591,0.003544,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,no,elim not activated,elim not activated,0,0,,,,4,,0.00,3615.12,1.00x,0.176595,0.180126,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913019598156_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
3x50,occ,"3,3,5",1,5,3617.30,3612.07,0.140452,0.317047,0.140456,0.331608,0.014561,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3612.07,1.00x,0.176595,0.191152,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914751302156_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
3x50,occ,"3,3,5",1,5,3617.30,3612.23,0.140452,0.317047,0.140454,0.343178,0.026132,no,off,no,yes,prev_pgd,no,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3612.23,1.00x,0.176595,0.202725,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914718873273_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",1,6,3617.82,3612.61,0.152555,0.347508,0.152835,0.368268,0.020760,no,off,no,yes,prev_pgd,no,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3612.61,1.00x,0.194952,0.215433,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914718873273_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
3x50,occ,"3,3,5",1,6,3617.82,3613.97,0.152555,0.347508,0.152835,0.369873,0.022365,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3613.97,1.00x,0.194952,0.217038,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914751302156_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
3x50,occ,"3,3,5",1,6,3617.82,3616.82,0.152555,0.347508,0.152763,0.372652,0.025144,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,no,elim not activated,elim not activated,0,0,,,,4,,0.00,3616.82,1.00x,0.194952,0.219889,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913019598156_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",1,7,3616.42,3616.61,0.106852,0.277849,0.101724,0.288936,0.011087,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,no,elim not activated,elim not activated,0,0,,,,4,,0.00,3616.61,1.00x,0.170997,0.187212,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913019598156_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
3x50,occ,"3,3,5",1,7,3616.42,3612.67,0.106852,0.277849,0.106577,0.312665,0.034817,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3612.67,1.00x,0.170997,0.206089,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914751302156_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
3x50,occ,"3,3,5",1,7,3616.42,3611.96,0.106852,0.277849,0.103621,0.311918,0.034069,no,off,no,yes,prev_pgd,no,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3611.96,1.00x,0.170997,0.208296,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914718873273_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",1,9,3615.23,3613.80,0.114982,0.263989,0.108728,0.266711,0.002722,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3613.80,1.00x,0.149007,0.157983,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914751302156_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
3x50,occ,"3,3,5",1,9,3615.23,3612.08,0.114982,0.263989,0.115387,0.302696,0.038707,no,off,no,yes,prev_pgd,no,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3612.08,1.00x,0.149007,0.187310,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914718873273_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"5,5,5",0,1,3615.00,3620.75,1.492565,2.957032,1.557995,3.104845,0.147812,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3620.75,1.00x,1.464467,1.546849,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63914903371464_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
